pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
13,677800,"Abreu, Wilyer",1020,1.3,0.462,0.462,0.364,0.923,0.591,0.58,0.472,6,13,99.2,8.3,1728,85.8,85.91,0,13,0,0.1,6.45,115,147,124,153,281,324,305,-3.518,3.518,74.9,7.5,13,13,4,0,0,2,0,0,0,0,2.78385,0.34077,1.08538,-1.09923,100.2,152,76.92307692,15.38461538,15.38461538,5.55,-1.67,-0.55,2.19,0.462,2,27.06153846,0.472,0.898,-27.06153846,-0.01,-0.01,0.025,0.011,0,36.3,14.84035483,-6.174990514,28.16125092,0.846153846,41.22758172,37.35873607
10,680776,"Duran, Jarren",1466,0.7,0.3,0,0.3,0.3,0.266,0.436,0.471,3,10,85.1,-1.9,2309,86.1,86.08,0,10,0,0,6.33,118,149,107,153,276,320,310,0.232,-0.232,77.7,8.1,10,10,3,0,0,0,0,0,0,0,2.749,0.365,0.379,-0.455,91.1,107,20,0,0,5.77,-1.43,-0.45,2.29,0.3,0,-2.32,0.471,0.531,2.32,-0.171,-0.171,-0.231,-0.17,0,38.9,11.11632818,-7.148135236,24.42133005,1,44.66058827,37.28010146
7,646240,"Devers, Rafael",1624,0.4,0.286,0,0.286,0.286,0.254,0.441,0.462,2,7,90.1,8.6,2081,83.2,83.1,0,7,0,-0.1,6.39,111,147,133,152,280,321,313,0.735,-0.735,73.7,8,7,7,2,0,0,0,0,0,0,0,2.88857,0.45143,0.37429,-0.82571,93.8,185,42.85714286,0,0,5.67,0.53,-0.5,2.26,0.286,0,-10.5,0.462,0.561,10.5,-0.176,-0.176,-0.275,-0.187,0,33.3,14.73103253,-7.751455932,25.46098483,1,39.99488119,38.41022938
6,671213,"Casas, Triston",437,1.4,0.333,0,0.333,0.333,0.296,0.26,0.26,2,6,92,10.7,1889,87.8,88,0,6,0,0.2,6.58,117,146,127,150,288,326,303,0.302,-0.302,76.9,8.2,6,6,2,0,0,0,0,0,0,0,2.34167,0.64333,1.302,-1.302,95,137,50,0,0,5.51,-2.09,-0.45,2.39,0.333,0,-5.033333333,0.26,0.36,5.033333333,0.073,0.073,-0.027,0.036,0,37.4,16.49632267,-5.082935814,33.97927919,0.333333333,44.23688081,33.22452897
5,666152,"Hamilton, David",420,1.2,0.2,0,0.2,0.2,0.178,0.327,0.347,1,5,84.1,6.4,2065,87.5,86.9,0,5,0,-0.6,5.96,107,146,88,151,283,318,298,0.507,-0.507,68.7,7.8,5,5,1,0,0,0,0,0,0,0,2.606,0.394,0.976,-0.976,89.9,156,0,0,0,5.36,-2.27,-0.46,2.46,0.2,0,-10.14,0.347,0.404,10.14,-0.147,-0.147,-0.204,-0.149,0,26.8,13.45174985,-10.08910924,26.59296242,1,43.99938892,34.27835971
4,647351,"Toro, Abraham",587,0.7,0.5,0.5,0.5,1,0.631,0.292,0.307,2,4,84.8,12.8,1485,83.8,84,0,4,0,0.2,6.3,127,149,128,154,289,322,299,-0.962,0.962,69.6,8.1,4,4,0,2,0,0,0,0,0,0,2.825,0.4125,0.8125,-0.8125,90.4,114,25,0,0,6.07,-1.71,-0.54,2.02,0.5,0,24.05,0.307,0.368,-24.05,0.193,0.193,0.632,0.339,0,47,18.21670025,-8.097280954,31.96018334,0.75,42.80452496,41.98450263
2,691785,"Mayer, Marcelo",352,0.6,0,0,0,0,0,0.211,0.234,0,2,84.7,-32.5,2138,90.5,91.75,0,2,0,1.4,7.05,126,148,136,153,292,326,296,0.413,-0.413,71.9,7.9,2,2,0,0,0,0,0,0,0,0,2.005,0.79,0.115,-0.115,91,9,0,0,0,5.5,-2.16,-0.42,2.82,0,0,-20.65,0.234,0.248,20.65,-0.234,-0.234,-0.248,-0.211,0,38.2,12.37528812,-5.47352604,26.33250587,1,40.65695063,30.88192028
2,686765,"Sogard, Nick",242,0.8,0,0,0,0,0,0.107,0.113,0,2,90.4,40.5,2396,92.6,92.6,0,2,0,0,6.45,106,147,118,153,298,327,296,0.677,-0.677,70.9,7.6,2,2,0,0,0,0,0,0,0,0,1.565,1.11,0.985,-0.985,91.9,260,50,0,0,5.29,-2.38,-0.46,2.19,0,0,-33.85,0.113,0.15,33.85,-0.113,-0.113,-0.15,-0.107,0,33.4,20.7450973,-11.03950174,35.88001622,0.5,40.56847403,40.63114426
2,701350,"Anthony, Roman",322,0.6,0.5,1.5,0,2,1.032,0.885,0.468,1,2,88.8,7.5,2140,91.7,91.95,0,2,0,0.3,6.35,108,147,126,151,280,317,298,-2.407,2.407,77.6,7.6,2,2,0,0,0,1,0,0,0,0,2.13,0.595,1.18,-1.18,96,201,50,50,50,5.24,-1.65,-0.59,2.81,0.5,1,120.35,0.468,1.708,-120.35,0.032,0.032,0.292,0.147,0,21.5,13.35698473,-9.963791349,25.74008024,1,40.15400092,40.001373
